,Manufacturer,Model,Engine_Capacity,Fuel_Type,Emissions_CO_[mg/km],Annual_fuel_Cost_10000_Miles
2332,MERCEDES-BENZ,MERCEDES-BENZ B,1950,Diesel,76,1127
2333,MERCEDES-BENZ,MERCEDES-BENZ B,1991,Petrol,269,1325
2334,MERCEDES-BENZ,MERCEDES-BENZ B,1991,Petrol,269,1499
2335,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,101,1148
2336,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,101,1325
2337,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,35,985
2338,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,35,1146
2339,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,120,1148
2340,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,120,1325
2341,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,31,965
2342,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,31,1146
2343,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,44,985
2344,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,44,1146
2345,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1991,Petrol,269,1265
2346,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1991,Petrol,269,1479
2347,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,101,1325
2348,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,101,1325
2349,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,35,1167
2350,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,35,1167
2351,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,120,1325
2352,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1332,Petrol,120,1325
2353,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,31,1146
2354,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,31,1146
2355,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,44,1146
2356,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1950,Diesel,44,1146
2357,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1991,Petrol,233,1440
2358,MERCEDES-BENZ,MERCEDES-BENZ B-Class,1991,Petrol,233,1440
2359,MERCEDES-BENZ,MERCEDES-BENZ C,2996,Petrol,186,1871
2360,MERCEDES-BENZ,MERCEDES-BENZ C,2996,Petrol,186,1930
2361,MERCEDES-BENZ,MERCEDES-BENZ C,3982,Petrol,130,2157
2362,MERCEDES-BENZ,MERCEDES-BENZ C,3982,Petrol,130,2200
2363,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,205,1362
2364,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,205,1536
2365,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,362,1285
2366,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,362,1536
2367,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,376,1345
2368,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,376,1536
2369,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,45,1006
2370,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,45,1146
2371,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,44,1047
2372,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,44,1206
2373,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,274,1362
2374,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,274,1536
2375,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,72,1106
2376,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,72,1268
2377,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,73,1127
2378,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,73,1289
2379,MERCEDES-BENZ,MERCEDES-BENZ C,2996,Petrol,186,1910
2380,MERCEDES-BENZ,MERCEDES-BENZ C,2996,Petrol,186,1965
2381,MERCEDES-BENZ,MERCEDES-BENZ C,3982,Petrol,281,2157
2382,MERCEDES-BENZ,MERCEDES-BENZ C,3982,Petrol,281,2218
2383,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,362,1382
2384,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,362,1594
2385,MERCEDES-BENZ,MERCEDES-BENZ C,1597,Diesel,85,1026
2386,MERCEDES-BENZ,MERCEDES-BENZ C,1597,Diesel,85,1186
2387,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,45,1026
2388,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,45,1186
2389,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,44,1106
2390,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,44,1268
2391,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,274,1403
2392,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,274,1594
2393,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,353,1479
2394,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,353,1677
2395,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,72,1127
2396,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,72,1306
2397,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,73,1167
2398,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,73,1328
2399,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1106
2400,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1106
2401,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1187
2402,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1187
2403,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1305
2404,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1305
2405,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1460
2406,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1460
2407,MERCEDES-BENZ,MERCEDES-BENZ C,2996,Petrol,186,1871
2408,MERCEDES-BENZ,MERCEDES-BENZ C,2996,Petrol,186,1930
2409,MERCEDES-BENZ,MERCEDES-BENZ C,3982,Petrol,281,2124
2410,MERCEDES-BENZ,MERCEDES-BENZ C,3982,Petrol,281,2183
2411,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,193,1325
2412,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,193,1520
2413,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,362,1247
2414,MERCEDES-BENZ,MERCEDES-BENZ C,1497,Petrol,362,1536
2415,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,45,985
2416,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,45,1167
2417,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,274,1362
2418,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Petrol,274,1536
2419,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,72,1087
2420,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Diesel,72,1268
2421,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1086
2422,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1086
2423,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1187
2424,MERCEDES-BENZ,MERCEDES-BENZ C,1950,Hybrid_Electric,42,1187
2425,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1285
2426,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1285
2427,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1460
2428,MERCEDES-BENZ,MERCEDES-BENZ C,1991,Hybrid_Electric,82,1460
2429,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,186,1930
2430,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,186,1986
2431,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,130,2218
2432,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,130,2254
2433,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Petrol,362,1403
2434,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Petrol,362,1594
2435,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Petrol,376,1403
2436,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Petrol,376,1618
2437,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1066
2438,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1206
2439,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,44,1127
2440,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,44,1289
2441,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Petrol,219,1440
2442,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Petrol,219,1618
2443,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,72,1146
2444,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,72,1328
2445,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1944
2446,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,2008
2447,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,2157
2448,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,2218
2449,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,362,1383
2450,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,362,1597
2451,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1047
2452,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1206
2453,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,219,1422
2454,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,219,1597
2455,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,72,1146
2456,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,72,1306
2457,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1792
2458,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1792
2459,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,2008
2460,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,2008
2461,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,181,1558
2462,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,181,1558
2463,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1206
2464,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1206
2465,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,290,1597
2466,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,290,1597
2467,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,72,1206
2468,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,72,1206
2469,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1871
2470,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1944
2471,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,2084
2472,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,2140
2473,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,362,1266
2474,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,362,1519
2475,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,59,985
2476,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,59,1146
2477,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,274,1344
2478,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,274,1519
2479,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,69,1127
2480,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,69,1289
2481,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1735
2482,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1735
2483,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,1910
2484,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,183,1910
2485,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,181,1480
2486,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,181,1480
2487,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1146
2488,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,45,1146
2489,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,290,1499
2490,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,290,1499
2491,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,73,1186
2492,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,73,1186
2493,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1930
2494,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1986
2495,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,138,2124
2496,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,138,2183
2497,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,362,1363
2498,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,362,1597
2499,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,59,1026
2500,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,59,1186
2501,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,274,1402
2502,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,274,1597
2503,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,73,1127
2504,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,73,1306
2505,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,69,1167
2506,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,69,1328
2507,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1496,Hybrid_Electric,139,1422
2508,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1496,Hybrid_Electric,139,1422
2509,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1127
2510,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1127
2511,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1127
2512,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1127
2513,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1890
2514,MERCEDES-BENZ,MERCEDES-BENZ C-Class,2996,Petrol,165,1944
2515,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,138,2084
2516,MERCEDES-BENZ,MERCEDES-BENZ C-Class,3982,Petrol,138,2124
2517,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Petrol,102,1325
2518,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Petrol,102,1520
2519,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,87,1285
2520,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1497,Hybrid_Electric,87,1499
2521,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,59,985
2522,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,59,1146
2523,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,65,1363
2524,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1991,Hybrid_Electric,65,1480
2525,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,73,1087
2526,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1950,Diesel,73,1246
2527,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1496,Hybrid_Electric,139,1363
2528,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1496,Hybrid_Electric,139,1363
2529,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1496,Hybrid_Electric,139,1363
2530,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1496,Hybrid_Electric,139,1363
2531,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1086
2532,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1086
2533,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1999,Hybrid_Electric,110,1363
2534,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1999,Hybrid_Electric,110,1363
2535,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1086
2536,MERCEDES-BENZ,MERCEDES-BENZ C-Class,1993,Hybrid_Electric,107,1086
2537,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,532,1479
2538,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,532,1576
2539,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,201,1594
2540,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,201,1657
2541,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1148
2542,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1303
2543,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1148
2544,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1303
2545,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,76,965
2546,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,76,1087
2547,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1285
2548,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1459
2549,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,323,1403
2550,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,323,1520
2551,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1520
2552,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1594
2553,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1109
2554,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1265
2555,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1109
2556,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1265
2557,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,925
2558,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,1066
2559,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1168
2560,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1362
2561,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,287,1594
2562,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,287,1594
2563,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1594
2564,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1594
2565,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1265
2566,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1265
2567,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1265
2568,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1265
2569,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,1066
2570,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,1066
2571,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,233,1345
2572,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,233,1345
2573,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,532,1536
2574,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,532,1618
2575,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,201,1618
2576,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,201,1693
2577,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1168
2578,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1325
2579,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1168
2580,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1325
2581,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,76,985
2582,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,76,1106
2583,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1303
2584,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1479
2585,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,323,1479
2586,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,323,1594
2587,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1576
2588,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1657
2589,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1129
2590,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1303
2591,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1129
2592,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1285
2593,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,946
2594,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,1106
2595,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1228
2596,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,269,1421
2597,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,287,1657
2598,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,287,1657
2599,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1657
2600,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,177,1657
2601,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1303
2602,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,101,1303
2603,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1303
2604,MERCEDES-BENZ,MERCEDES-BENZ CLA,1332,Petrol,120,1303
2605,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,1106
2606,MERCEDES-BENZ,MERCEDES-BENZ CLA,1950,Diesel,44,1106
2607,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,233,1403
2608,MERCEDES-BENZ,MERCEDES-BENZ CLA,1991,Petrol,233,1403
2609,MERCEDES-BENZ,MERCEDES-BENZ CLS,1950,Diesel,94,1227
2610,MERCEDES-BENZ,MERCEDES-BENZ CLS,1950,Diesel,94,1407
2611,MERCEDES-BENZ,MERCEDES-BENZ CLS,1991,Petrol,332,1479
2612,MERCEDES-BENZ,MERCEDES-BENZ CLS,1991,Petrol,332,1677
2613,MERCEDES-BENZ,MERCEDES-BENZ CLS,2925,Diesel,113,1369
2614,MERCEDES-BENZ,MERCEDES-BENZ CLS,2925,Diesel,113,1507
2615,MERCEDES-BENZ,MERCEDES-BENZ CLS,2999,Petrol,191,1558
2616,MERCEDES-BENZ,MERCEDES-BENZ CLS,2999,Petrol,191,1774
2617,MERCEDES-BENZ,MERCEDES-BENZ CLS,1950,Hybrid_Electric,94,1227
2618,MERCEDES-BENZ,MERCEDES-BENZ CLS,1950,Hybrid_Electric,94,1408
2619,MERCEDES-BENZ,MERCEDES-BENZ CLS,1991,Hybrid_Electric,332,1480
2620,MERCEDES-BENZ,MERCEDES-BENZ CLS,1991,Hybrid_Electric,332,1675
2621,MERCEDES-BENZ,MERCEDES-BENZ CLS,2925,Diesel,113,1369
2622,MERCEDES-BENZ,MERCEDES-BENZ CLS,2925,Diesel,113,1507
2623,MERCEDES-BENZ,MERCEDES-BENZ CLS,2999,Hybrid_Electric,191,1558
2624,MERCEDES-BENZ,MERCEDES-BENZ CLS,2999,Hybrid_Electric,191,1772
2625,MERCEDES-BENZ,MERCEDES-BENZ CLS,2999,Hybrid_Electric,193,1772
2626,MERCEDES-BENZ,MERCEDES-BENZ CLS,2999,Hybrid_Electric,193,1772
2627,MERCEDES-BENZ,MERCEDES-BENZ CLS,1992,Hybrid_Electric,144,1287
2628,MERCEDES-BENZ,MERCEDES-BENZ CLS,1992,Hybrid_Electric,144,1287
2629,MERCEDES-BENZ,MERCEDES-BENZ CLS,2925,Diesel,33,1389
2630,MERCEDES-BENZ,MERCEDES-BENZ CLS,2925,Diesel,33,1389
2631,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2999,Petrol,183,1792
2632,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2999,Petrol,183,1852
2633,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1950,Diesel,63,1127
2634,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1950,Diesel,63,1328
2635,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1991,Petrol,316,1774
2636,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1991,Petrol,316,1774
2637,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1950,Diesel,94,1227
2638,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1950,Diesel,94,1389
2639,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1991,Petrol,332,1520
2640,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1991,Petrol,332,1693
2641,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2925,Diesel,113,1347
2642,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2925,Diesel,113,1507
2643,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2996,Petrol,277,1752
2644,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2996,Petrol,277,1930
2645,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2999,Hybrid_Electric,193,1694
2646,MERCEDES-BENZ,MERCEDES-BENZ E-Class,2999,Hybrid_Electric,193,1772
2647,MERCEDES-BENZ,MERCEDES-BENZ E-Class,1950,Diesel,21,1087
